Urls,Titulos,Descripcion,Valoraciones,Precio,Estrellas,Fecha subida,Direccion,Num veces visto,Me gustas,Estado,Envio,Reservado,Url Usuario
https://es.wallapop.com/item/vitrina-rinconera-881548643,vitrina-rinconera,Vitrina rinconera de madera y puerta de cristal con 3 estantes y cajon en la parte inferior,4.0,200 EUR,5.0,08-mar-2023,Os Tilos,21.0,0.0,Como nuevo,SI,NO,https://es.wallapop.com/app/user/mariac-117829704-4w67l0gne8jx/published
https://es.wallapop.com/item/vitrina-rinconera-881056910,vitrina-rinconera,Vitrina rinconera en perfecto estado las medida de ancho y fondo son de la parte baja con puerta,15.0,15 EUR,5.0,08-mar-2023,Montequinto,6.0,0.0,Como nuevo,SI,NO,https://es.wallapop.com/app/user/pilarg-26317156-lqzm377d1y6v/published
https://es.wallapop.com/item/mueble-de-salon-vitrina-y-rinconera-de-entrada-876904882,mueble-de-salon-vitrina-y-rinconera-de-entrada,"El mueble mide 3 metros por 2,40 la vitrina 1 m por 2,10 la rinconera 60por 60 y 1,90",0.0,500 EUR,0.0,21-feb-2023,Gijón,83.0,2.0,Como nuevo,SI,NO,https://es.wallapop.com/app/user/katyg-434372530-nzx5eg4p3m62/published
https://es.wallapop.com/item/vitrina-rinconera-863763338,vitrina-rinconera,"Vitrina de rincón, mide 190cm de alto y 30cm en cada lado. Es de madera maciza y cristal",16.0,100 EUR,5.0,09-ene-2023,Valencia,255.0,11.0,Como nuevo,SI,NO,https://es.wallapop.com/app/user/lola-51541525-kmzn3po0n7jn/published
https://es.wallapop.com/item/vitrina-rinconera-marqueteria-836332969,vitrina-rinconera-marqueteria,Vitrina clásica con marquetería con baldas de cristal y tapizado interior. Medidas: 170 cm x 40 cm lado. Creaciones Fejomi,117.0,400 EUR,5.0,10-feb-2023,Boadilla del Monte,405.0,19.0,Como nuevo,SI,NO,https://es.wallapop.com/app/user/luis-46915641-9wzv41qppqzl/published
https://es.wallapop.com/item/vitrina-rinconera-835745911,vitrina-rinconera,"Vitrina de madera por fuera y cristal por dentro, perfecta rinconera",1.0,149 EUR,5.0,26-feb-2023,Albacete,155.0,6.0,Como nuevo,SI,NO,https://es.wallapop.com/app/user/l-74744332-lqzmppmlnyzv/published
https://es.wallapop.com/item/vitrina-rinconera-con-luz-805706081,vitrina-rinconera-con-luz,Gran oportunidad!. Baldas de cristal con parte inferior cerrada también con baldas. Con enchufe para conectar el halógeno. Medidas: alto 190 cm x 35 cm de los lados. En perfecto estado.,182.0,44 EUR,5.0,13-feb-2023,Madrid,232.0,9.0,Como nuevo,SI,NO,https://es.wallapop.com/app/user/raquelr-57912983-g0j2n8on1mjy/published
https://es.wallapop.com/item/mueble-rinconera-vitrina-697307808,mueble-rinconera-vitrina,Mueble rinconera vitrina una de las dos trasera esta rota por lo demás el mueble impoluto,33.0,50 EUR,5.0,08-feb-2023,Villar del Olmo,608.0,13.0,Como nuevo,SI,NO,https://es.wallapop.com/app/user/alfredom-59803477-dqjw2vre9gjo/published
https://es.wallapop.com/item/muebles-comedor-880862012,muebles-comedor,"Muebles comedor, rinconera y estantes con vitrina y aparador incluidos",0.0,550 EUR,0.0,06-mar-2023,Valencia,32.0,0.0,Como nuevo,SI,NO,https://es.wallapop.com/app/user/manuelas-431703667-vjrdeqrmvw6k/published
https://es.wallapop.com/item/vitrina-rinconera-880724343,vitrina-rinconera,Vitrina en color nogal acristalada en muy buen estado,0.0,375 EUR,0.0,06-mar-2023,Bailén,10.0,0.0,Como nuevo,NO,NO,https://es.wallapop.com/app/user/lorenzod-434905991-vjrde37qdl6k/published
https://es.wallapop.com/item/casa-de-munecas-820801882,casa-de-munecas,"Artículos para casa de muñecas escala 1/12z Trona bebé Arpa Caja de puros Caja de zanahorias Cesta de artículos de bebé Pizarra para habitación niños Artículos varios para bebé Vitrina rinconera. Medidas 17 cm de alto 7 cm de ancho y 4 cm de base, se abren las puertas. Se pueden comprar artículos por separado. Preguntar precio.",869.0,30 EUR,5.0,07-mar-2023,Mollet del Vallès,65.0,7.0,Como nuevo,SI,NO,https://es.wallapop.com/app/user/mariad-55356518-8x6qq50xko6y/published
https://es.wallapop.com/item/vitrina-de-cristal-866526671,vitrina-de-cristal,"Vitrina de cristal rinconera con iluminación medidas Altura 2,03. medida ángulo rincón 35cm",13.0,55 EUR,5.0,08-mar-2023,Valencia,217.0,4.0,Como nuevo,SI,NO,https://es.wallapop.com/app/user/josevicented-57585771-8ejkp8nqp9zx/published
https://es.wallapop.com/item/conjunto-comedor-871441540,conjunto-comedor,"Mesa de comedor con 6 sillas estilo rústica y mesita a juego. Mueble de comedor compuesto de 2 vitrinas, 2 estanterías, 1 cajonera y mueble rinconera así como mueble estilo baúl para la televisión. Todo está en muy buen estado de conservación.",15.0,325 EUR,5.0,15-feb-2023,Granollers,176.0,4.0,Como nuevo,SI,NO,https://es.wallapop.com/app/user/dario-26482000-ke6537n5kkzo/published
https://es.wallapop.com/item/vitrina-rinconera-873592125,vitrina-rinconera,"Vitrina rinconera dos cuerpos en perfectas condiciones. Medidas: 2,09 cm alto 75 cm ancho 46 cm fondo",73.0,195 EUR,5.0,20-feb-2023,Madrid,40.0,0.0,Como nuevo,NO,NO,https://es.wallapop.com/app/user/marcos-12709358-p8j3mlp5nl69/published
https://es.wallapop.com/item/salon-completo-870081062,salon-completo,"Salón completo como nuevo. Además el tapiz de los sofás tiene tan solo 1 año. Lo que incluye más las medidas es lo siguiente: Sofá grande: 245cm ancho x 97cm profundo x 87cm alto Sofá pequeño: 194cm ancho x 97cm profundo x 87cm alto Mueble de dos módulos TV: 295cm ancho x 35,5 cm profundo x 233cm alto Mesa pequeña sofá: 120cm ancho x 70cm largo x 45,5cm alto Mesa rinconera entre sofás: 80cm x 80cm x 61 cm alto Armario vitrina: 99,5cm ancho x 38cm profundo x 194,5cm alto Mesa de comedor cerrada: 110cm x 76,5cm alto Mesa de comedor abierta: 140cm largo Mesa pequeña cajón: 43,5cm ancho x 31cm largo 6 sillas comedor",3.0,1.600 EUR,5.0,02-mar-2023,Elda,268.0,1.0,Como nuevo,SI,NO,https://es.wallapop.com/app/user/paulal-106635353-dqjwgqq03wzo/published
https://es.wallapop.com/item/muebles-comedor-818966952,muebles-comedor,"Mesa extensible, 4 sillas, vitrina, aparador, estantería rinconera, mesa centro y lámpara",0.0,280 EUR,0.0,08-ene-2023,Valencia,217.0,3.0,Como nuevo,SI,NO,https://es.wallapop.com/app/user/anac-413671420-wzyn7m27g5j5/published
https://es.wallapop.com/item/preciosa-vitrina-con-rinconera-en-perfecto-estado-872388536,preciosa-vitrina-con-rinconera-en-perfecto-estado,"La vitrina se puede adquirir con rinconera o sin ella,si es solo la vitrina las medidas son:1,15cm de ancho,2,45 cm de alto y fondo 45cm,con la rinconera:58cm de ancho,45cm de fondo y 2,45 de alto ,vitrina más rinconera:1,73cm de ancho,lleva luces incorporadas,es un mueble de muy buena calidad,precio de la vitrina sin rinconera 350€,con rinconera 450€,recogida zona plaza de Armas,el desmontaje va a cargo del comprador,solo la vitrina,no los artículos interiores.Madera maciza,la vitrina dispone de dos cajones y el mueble esquinera dispone de un compartimento inferior,regalo alfombra y posibilidad de libros de mi perfil.",3.0,350 EUR,5.0,23-feb-2023,Sevilla,42.0,0.0,Como nuevo,NO,NO,https://es.wallapop.com/app/user/fernando-408924930-nzx5ywv25762/published
https://es.wallapop.com/item/1-vitrinas-rinconeras-con-luz-873232762,1-vitrinas-rinconeras-con-luz,Tienen 3 estantes de cristal y otro más de madera. en la parte de bajo puerta con 1 estante de madera. se venden vacias. recogida en valencia.,0.0,210 EUR,0.0,07-feb-2023,Valencia,85.0,1.0,Como nuevo,NO,NO,https://es.wallapop.com/app/user/encarnag-433326043-vjrdepkn9w6k/published
https://es.wallapop.com/item/muebles-de-salon-impecables-780991723,muebles-de-salon-impecables,"Vendo un salón completo.son un montón de muebles.estan impecables.mesa de comedor con 6 sillas..mueble de tele..mesita baja de sofá...vitrina...estanterias...mesa de rinconera..otra mesita baja..módulos con cajones para colgar o lo que se quiera...está todo montado en mi salón. ..vendo por cambio de domicilio..solo los muebles, sin ningún artículo de los que se ven dentro o encima de los mismos.",28.0,1.580 EUR,4.0,08-mar-2023,Alhaurín el Grande,368.0,3.0,Como nuevo,SI,NO,https://es.wallapop.com/app/user/antoniof-114047379-kp61l50pp7j5/published
https://es.wallapop.com/item/plato-harmonia-bandeja-cuenco-bowl-porcelana-833959875,plato-harmonia-bandeja-cuenco-bowl-porcelana,3€ ensaladera 28 cms diámetro NO LEER terracota teja marrón barro arcilla cerámica maceta macetas tiesto tiestos jardineras jardinera macetero maceteros macetón macetones jardín plantas planta flor flores copa coñac vino agua vajilla Bohemia d'arques Cartuja de Sevilla Oxford cuadrifoglio plomo salón dormitorio habitación mesa mesita mesitas mesilla mesillas noche muebles habitación salón sinfonier cómoda consola aparador zapatero mueble tv rinconera cajonera armario entrada entradita recibidor comedor vitrina expositor silla sillas sillón sillones&nbsp;mecedora sofá chaise longue lámpara luminaria cristal forja&nbsp;decoración vintage cuadro marco,300.0,3 EUR,5.0,04-mar-2023,Alicante,452.0,10.0,Como nuevo,SI,NO,https://es.wallapop.com/app/user/alexv-65127534-p8j35epe98z9/published
https://es.wallapop.com/item/vitrina-de-rinconera-864340537,vitrina-de-rinconera,Vitrina de rinconera de madera en oerfecto estado,0.0,250 EUR,0.0,09-ene-2023,Alicante,38.0,2.0,Como nuevo,NO,NO,https://es.wallapop.com/app/user/victoriag-188371755-kp61x2we57j5/published
https://es.wallapop.com/item/mueble-vitrina-rinconera-830104623,mueble-vitrina-rinconera,2 mts de altura y 30 cms de ancho,1.0,100 EUR,5.0,29-ene-2023,Villanueva de la Serena,181.0,4.0,Como nuevo,NO,NO,https://es.wallapop.com/app/user/rakelc-417017079-p61oykp7x2j5/published
https://es.wallapop.com/item/rinconera-vitrina-855171606,rinconera-vitrina,"Rinconera vitrina con puerta de cristal y baldas interiores. Esta desmontada en 2 partes, facil transporte.",92.0,120 EUR,5.0,13-feb-2023,Rincón de la Victoria,121.0,3.0,Como nuevo,NO,NO,https://es.wallapop.com/app/user/claraisabelp-54561692-owzyr2o37265/published
https://es.wallapop.com/item/rinconera-vitrina-clasica-con-marqueteria-830436440,rinconera-vitrina-clasica-con-marqueteria,Vendo vitrina rinconera con marquetería. Consta de tres entrepaños de cristal con puerta de cristal curvado y en la parte inferior un entrepaño y puerta de marquetería. El interior está tapizado en tela de seda de color beige. Se encuentra en perfecto estado como nueva. Precio: 350€.,24.0,350 EUR,5.0,26-ene-2023,Majadahonda,334.0,20.0,Como nuevo,NO,NO,https://es.wallapop.com/app/user/maer-15266419-evjrknyorwzk/published
https://es.wallapop.com/item/vitrina-rinconera-806169274,vitrina-rinconera,"En perfecto estado y con luz incorporada. Medidas: 1,85 altura 50x50 ancho",44.0,350 EUR,5.0,28-ene-2023,Valencia,63.0,4.0,Como nuevo,NO,NO,https://es.wallapop.com/app/user/albertos-65179906-qnzxw0m3gm62/published
https://es.wallapop.com/item/mueble-vitrina-rinconera-765014950,mueble-vitrina-rinconera,"Mueble vitrina rinconera en color gris,está en perfecto estado .",6.0,160 EUR,5.0,06-mar-2023,Campano,284.0,9.0,Como nuevo,NO,NO,https://es.wallapop.com/app/user/tonir-53880018-8x6qqex13e6y/published
https://es.wallapop.com/item/vitrina-rinconera-clasica-762421352,vitrina-rinconera-clasica,Vitrina rinconera clásica en madera noble. Realizada por Creaciones Giménez de Valencia. En venta solo la parte superior marcada en rojo en la foto. Altura: 130 mm La decoración mostrada en las fotografías no está incluida en la oferta de venta.,0.0,90 EUR,0.0,26-ene-2023,Ceuta,345.0,5.0,Como nuevo,NO,NO,https://es.wallapop.com/app/user/santiagot-299691770-8z8qp051k1z3/published
https://es.wallapop.com/item/vitrina-rinconera-635424121,vitrina-rinconera,"Comoda, aparador, vitrina rinconera de madera clara y cristal. En perfecto estado. Medidas: Tiene 60cm de profundidad, 84 de ancho (cada puerta de 42cm) y 202cm de alto",42.0,175 EUR,5.0,25-ene-2023,Valencia,839.0,26.0,Como nuevo,NO,NO,https://es.wallapop.com/app/user/carmenc-44689536-v9jdkr9pdd6k/published
